"","id","position","name","game_pk","game_date"
"1",427192,"1B","Brian Gorman",570335,2018-10-01
"2",503077,"RF","Adam Hamari",570334,2018-10-01
"3",482666,"LF","D.J. Reyburn",570334,2018-10-01
"4",431232,"3B","Chad Fairchild",570334,2018-10-01
"5",427424,"2B","Jim Reynolds",570334,2018-10-01
"6",427362,"1B","Jeff Nelson",570334,2018-10-01
"7",427090,"HP","Fieldin Culbreth",570334,2018-10-01
"8",511890,"RF","Quinn Wolcott",570335,2018-10-01
"9",482663,"LF","David Rackley",570335,2018-10-01
"10",427243,"3B","Marvin Hudson",570335,2018-10-01
"11",427339,"2B","Jerry Meals",570335,2018-10-01
"12",427534,"HP","Bill Welke",570335,2018-10-01
"13",596809,"HP","Ryan Additon",531835,2018-09-30
"14",427093,"3B","Phil Cuzzi",531834,2018-09-30
"15",503077,"2B","Adam Hamari",531834,2018-09-30
"16",483564,"1B","Dan Bellino",531834,2018-09-30
"17",427206,"HP","Tom Hallion",531834,2018-09-30
"18",482620,"3B","Chris Conroy",531833,2018-09-30
"19",427366,"2B","Brian O'Nora",531833,2018-09-30
"20",596740,"1B","Jansen Visconti",531833,2018-09-30
"21",427044,"HP","CB Bucknor",531833,2018-09-30
"22",427538,"3B","Joe West",531832,2018-09-30
"23",427139,"2B","Doug Eddings",531832,2018-09-30
"24",483919,"1B","Mark Ripperger",531832,2018-09-30
"25",427168,"HP","Marty Foster",531832,2018-09-30
"26",484499,"3B","Manny Gonzalez",531831,2018-09-30
"27",427113,"2B","Laz Diaz",531831,2018-09-30
"28",605672,"1B","Jeremie Rehak",531831,2018-09-30
"29",544728,"HP","Nic Lentz",531831,2018-09-30
"30",427509,"3B","Tim Timmons",531830,2018-09-30
"31",521251,"2B","Ben May",531830,2018-09-30
"32",483912,"1B","Mike Muchlinski",531830,2018-09-30
"33",503502,"HP","Ryan Blakney",531830,2018-09-30
"34",427103,"3B","Gerry Davis",531829,2018-09-30
"35",427224,"2B","Ed Hickox",531829,2018-09-30
"36",573596,"1B","Pat Hoberg",531829,2018-09-30
"37",429805,"HP","Todd Tichenor",531829,2018-09-30
"38",484198,"3B","Alan Porter",531828,2018-09-30
"39",427220,"2B","Angel Hernandez",531828,2018-09-30
"40",427344,"1B","Bill Miller",531828,2018-09-30
"41",489985,"HP","Chad Whitson",531828,2018-09-30
"42",482666,"3B","D.J. Reyburn",531827,2018-09-30
"43",427315,"2B","Alfonso Marquez",531827,2018-09-30
"44",427554,"1B","Jim Wolf",531827,2018-09-30
"45",427235,"HP","Sam Holbrook",531827,2018-09-30
"46",482631,"3B","Mike Estabrook",531826,2018-09-30
"47",427095,"2B","Kerwin Danley",531826,2018-09-30
"48",431232,"1B","Chad Fairchild",531826,2018-09-30
"49",427129,"HP","Bruce Dreckman",531826,2018-09-30
"50",596805,"3B","John Libka",531825,2018-09-30
"51",483630,"2B","John Tumpane",531825,2018-09-30
"52",427533,"1B","Mark Wegner",531825,2018-09-30
"53",427424,"HP","Jim Reynolds",531825,2018-09-30
"54",490319,"3B","Jordan Baker",531824,2018-09-30
"55",427299,"2B","Jerry Layne",531824,2018-09-30
"56",483569,"1B","Vic Carapazza",531824,2018-09-30
"57",427184,"HP","Greg Gibson",531824,2018-09-30
"58",573597,"3B","Gabe Morales",531823,2018-09-30
"59",503493,"2B","Sean Barber",531823,2018-09-30
"60",575629,"HP","Shane Livensparger",531823,2018-09-30
"61",427339,"1B","Jerry Meals",531823,2018-09-30
"62",427520,"3B","Larry Vanover",531837,2018-09-30
"63",482663,"2B","David Rackley",531837,2018-09-30
"64",427197,"1B","Chris Guccione",531837,2018-09-30
"65",427537,"HP","Hunter Wendelstedt",531837,2018-09-30
"66",427013,"3B","Lance Barksdale",531836,2018-09-30
"67",577468,"2B","Roberto Ortiz",531836,2018-09-30
"68",427019,"1B","Ted Barrett",531836,2018-09-30
"69",504381,"HP","Will Little",531836,2018-09-30
"70",521051,"3B","Nick Mahrley",531835,2018-09-30
"71",511890,"2B","Quinn Wolcott",531835,2018-09-30
"72",427243,"1B","Marvin Hudson",531835,2018-09-30
"73",483630,"3B","John Tumpane",531810,2018-09-29
"74",482663,"3B","David Rackley",531822,2018-09-29
"75",427197,"2B","Chris Guccione",531822,2018-09-29
"76",427537,"1B","Hunter Wendelstedt",531822,2018-09-29
"77",427520,"HP","Larry Vanover",531822,2018-09-29
"78",427053,"3B","Mark Carlson",531821,2018-09-29
"79",427019,"2B","Ted Barrett",531821,2018-09-29
"80",504381,"1B","Will Little",531821,2018-09-29
"81",427013,"HP","Lance Barksdale",531821,2018-09-29
"82",511890,"3B","Quinn Wolcott",531820,2018-09-29
"83",427243,"2B","Marvin Hudson",531820,2018-09-29
"84",596809,"1B","Ryan Additon",531820,2018-09-29
"85",521051,"HP","Nick Mahrley",531820,2018-09-29
"86",503077,"3B","Adam Hamari",531819,2018-09-29
"87",483564,"2B","Dan Bellino",531819,2018-09-29
"88",427206,"1B","Tom Hallion",531819,2018-09-29
"89",427093,"HP","Phil Cuzzi",531819,2018-09-29
"90",427366,"3B","Brian O'Nora",531818,2018-09-29
"91",427090,"2B","Fieldin Culbreth",531818,2018-09-29
"92",427044,"1B","CB Bucknor",531818,2018-09-29
"93",482620,"HP","Chris Conroy",531818,2018-09-29
"94",427139,"3B","Doug Eddings",531817,2018-09-29
"95",483919,"2B","Mark Ripperger",531817,2018-09-29
"96",427168,"1B","Marty Foster",531817,2018-09-29
"97",427538,"HP","Joe West",531817,2018-09-29
"98",427113,"3B","Laz Diaz",531816,2018-09-29
"99",427362,"2B","Jeff Nelson",531816,2018-09-29
"100",544728,"1B","Nic Lentz",531816,2018-09-29
"101",484499,"HP","Manny Gonzalez",531816,2018-09-29
"102",427552,"3B","Mike Winters",531815,2018-09-29
"103",483912,"2B","Mike Muchlinski",531815,2018-09-29
"104",503502,"1B","Ryan Blakney",531815,2018-09-29
"105",427509,"HP","Tim Timmons",531815,2018-09-29
"106",427224,"3B","Ed Hickox",531814,2018-09-29
"107",573596,"2B","Pat Hoberg",531814,2018-09-29
"108",429805,"1B","Todd Tichenor",531814,2018-09-29
"109",427103,"HP","Gerry Davis",531814,2018-09-29
"110",503490,"3B","Chris Segal",531788,2018-09-29
"111",427344,"2B","Bill Miller",531788,2018-09-29
"112",489985,"1B","Chad Whitson",531788,2018-09-29
"113",484198,"HP","Alan Porter",531788,2018-09-29
"114",427344,"3B","Bill Miller",531813,2018-09-29
"115",489985,"2B","Chad Whitson",531813,2018-09-29
"116",503490,"1B","Chris Segal",531813,2018-09-29
"117",427220,"HP","Angel Hernandez",531813,2018-09-29
"118",427315,"3B","Alfonso Marquez",531812,2018-09-29
"119",427554,"2B","Jim Wolf",531812,2018-09-29
"120",427235,"1B","Sam Holbrook",531812,2018-09-29
"121",482666,"HP","D.J. Reyburn",531812,2018-09-29
"122",427095,"3B","Kerwin Danley",531811,2018-09-29
"123",431232,"2B","Chad Fairchild",531811,2018-09-29
"124",427129,"1B","Bruce Dreckman",531811,2018-09-29
"125",482631,"HP","Mike Estabrook",531811,2018-09-29
"126",427533,"2B","Mark Wegner",531810,2018-09-29
"127",427424,"1B","Jim Reynolds",531810,2018-09-29
"128",596805,"HP","John Libka",531810,2018-09-29
"129",427299,"3B","Jerry Layne",531809,2018-09-29
"130",483569,"2B","Vic Carapazza",531809,2018-09-29
"131",427184,"1B","Greg Gibson",531809,2018-09-29
"132",490319,"HP","Jordan Baker",531809,2018-09-29
"133",503493,"3B","Sean Barber",531808,2018-09-29
"134",427339,"2B","Jerry Meals",531808,2018-09-29
"135",575629,"1B","Shane Livensparger",531808,2018-09-29
"136",573597,"HP","Gabe Morales",531808,2018-09-29
"137",575629,"2B","Shane Livensparger",531793,2018-09-28
"138",427197,"3B","Chris Guccione",531807,2018-09-28
"139",427537,"2B","Hunter Wendelstedt",531807,2018-09-28
"140",427520,"1B","Larry Vanover",531807,2018-09-28
"141",482663,"HP","David Rackley",531807,2018-09-28
"142",427019,"3B","Ted Barrett",531806,2018-09-28
"143",504381,"2B","Will Little",531806,2018-09-28
"144",427013,"1B","Lance Barksdale",531806,2018-09-28
"145",427053,"HP","Mark Carlson",531806,2018-09-28
"146",427243,"3B","Marvin Hudson",531805,2018-09-28
"147",596809,"2B","Ryan Additon",531805,2018-09-28
"148",521051,"1B","Nick Mahrley",531805,2018-09-28
"149",511890,"HP","Quinn Wolcott",531805,2018-09-28
"150",483564,"3B","Dan Bellino",531804,2018-09-28
"151",427206,"2B","Tom Hallion",531804,2018-09-28
"152",427093,"1B","Phil Cuzzi",531804,2018-09-28
"153",503077,"HP","Adam Hamari",531804,2018-09-28
"154",427090,"3B","Fieldin Culbreth",531803,2018-09-28
"155",427044,"2B","CB Bucknor",531803,2018-09-28
"156",482620,"1B","Chris Conroy",531803,2018-09-28
"157",427366,"HP","Brian O'Nora",531803,2018-09-28
"158",483919,"3B","Mark Ripperger",531802,2018-09-28
"159",427168,"2B","Marty Foster",531802,2018-09-28
"160",427538,"1B","Joe West",531802,2018-09-28
"161",427139,"HP","Doug Eddings",531802,2018-09-28
"162",427362,"3B","Jeff Nelson",531801,2018-09-28
"163",427164,"2B","Andy Fletcher",531801,2018-09-28
"164",484499,"1B","Manny Gonzalez",531801,2018-09-28
"165",427113,"HP","Laz Diaz",531801,2018-09-28
"166",483912,"3B","Mike Muchlinski",531800,2018-09-28
"167",503502,"2B","Ryan Blakney",531800,2018-09-28
"168",427509,"1B","Tim Timmons",531800,2018-09-28
"169",427552,"HP","Mike Winters",531800,2018-09-28
"170",573596,"3B","Pat Hoberg",531799,2018-09-28
"171",429805,"2B","Todd Tichenor",531799,2018-09-28
"172",427103,"1B","Gerry Davis",531799,2018-09-28
"173",427286,"HP","Brian Knight",531799,2018-09-28
"174",489985,"3B","Chad Whitson",531798,2018-09-28
"175",484198,"2B","Alan Porter",531798,2018-09-28
"176",427220,"1B","Angel Hernandez",531798,2018-09-28
"177",427344,"HP","Bill Miller",531798,2018-09-28
"178",427554,"3B","Jim Wolf",531797,2018-09-28
"179",427235,"2B","Sam Holbrook",531797,2018-09-28
"180",482666,"1B","D.J. Reyburn",531797,2018-09-28
"181",427315,"HP","Alfonso Marquez",531797,2018-09-28
"182",431232,"3B","Chad Fairchild",531796,2018-09-28
"183",427129,"2B","Bruce Dreckman",531796,2018-09-28
"184",482631,"1B","Mike Estabrook",531796,2018-09-28
"185",427095,"HP","Kerwin Danley",531796,2018-09-28
"186",596740,"3B","Jansen Visconti",531795,2018-09-28
"187",427424,"2B","Jim Reynolds",531795,2018-09-28
"188",596805,"1B","John Libka",531795,2018-09-28
"189",483630,"HP","John Tumpane",531795,2018-09-28
"190",427224,"HP","Ed Hickox",531793,2018-09-28
"191",427424,"3B","Jim Reynolds",529615,2018-09-28
"192",596805,"2B","John Libka",529615,2018-09-28
"193",596740,"1B","Jansen Visconti",529615,2018-09-28
"194",427533,"HP","Mark Wegner",529615,2018-09-28
"195",483569,"3B","Vic Carapazza",531794,2018-09-28
"196",427184,"2B","Greg Gibson",531794,2018-09-28
"197",490319,"1B","Jordan Baker",531794,2018-09-28
"198",427299,"HP","Jerry Layne",531794,2018-09-28
"199",427339,"3B","Jerry Meals",531793,2018-09-28
"200",573597,"1B","Gabe Morales",531793,2018-09-28
"201",482620,"2B","Chris Conroy",531785,2018-09-27
"202",596809,"3B","Ryan Additon",531792,2018-09-27
"203",521051,"2B","Nick Mahrley",531792,2018-09-27
"204",511890,"1B","Quinn Wolcott",531792,2018-09-27
"205",427243,"HP","Marvin Hudson",531792,2018-09-27
"206",427235,"3B","Sam Holbrook",531791,2018-09-27
"207",482666,"2B","D.J. Reyburn",531791,2018-09-27
"208",427315,"1B","Alfonso Marquez",531791,2018-09-27
"209",427554,"HP","Jim Wolf",531791,2018-09-27
"210",429805,"3B","Todd Tichenor",531790,2018-09-27
"211",483630,"2B","John Tumpane",531790,2018-09-27
"212",427533,"1B","Mark Wegner",531790,2018-09-27
"213",427424,"HP","Jim Reynolds",531790,2018-09-27
"214",427184,"3B","Greg Gibson",531789,2018-09-27
"215",490319,"2B","Jordan Baker",531789,2018-09-27
"216",427299,"1B","Jerry Layne",531789,2018-09-27
"217",483569,"HP","Vic Carapazza",531789,2018-09-27
"218",489985,"3B","Chad Whitson",531788,2018-09-27
"219",484198,"2B","Alan Porter",531788,2018-09-27
"220",427220,"1B","Angel Hernandez",531788,2018-09-27
"221",427344,"HP","Bill Miller",531788,2018-09-27
"222",596740,"3B","Jansen Visconti",531787,2018-09-27
"223",427520,"2B","Larry Vanover",531787,2018-09-27
"224",482663,"1B","David Rackley",531787,2018-09-27
"225",427537,"HP","Hunter Wendelstedt",531787,2018-09-27
"226",427129,"3B","Bruce Dreckman",531786,2018-09-27
"227",482631,"2B","Mike Estabrook",531786,2018-09-27
"228",427095,"1B","Kerwin Danley",531786,2018-09-27
"229",431232,"HP","Chad Fairchild",531786,2018-09-27
"230",427044,"3B","CB Bucknor",531785,2018-09-27
"231",427366,"1B","Brian O'Nora",531785,2018-09-27
"232",427090,"HP","Fieldin Culbreth",531785,2018-09-27
"233",427090,"1B","Fieldin Culbreth",531770,2018-09-26
"234",573596,"3B","Pat Hoberg",531784,2018-09-26
"235",427103,"2B","Gerry Davis",531784,2018-09-26
"236",427286,"1B","Brian Knight",531784,2018-09-26
"237",577468,"HP","Roberto Ortiz",531784,2018-09-26
"238",521051,"3B","Nick Mahrley",531783,2018-09-26
"239",511890,"2B","Quinn Wolcott",531783,2018-09-26
"240",427243,"1B","Marvin Hudson",531783,2018-09-26
"241",596809,"HP","Ryan Additon",531783,2018-09-26
"242",482666,"3B","D.J. Reyburn",531782,2018-09-26
"243",427315,"2B","Alfonso Marquez",531782,2018-09-26
"244",427554,"1B","Jim Wolf",531782,2018-09-26
"245",427235,"HP","Sam Holbrook",531782,2018-09-26
"246",483630,"3B","John Tumpane",531781,2018-09-26
"247",427533,"2B","Mark Wegner",531781,2018-09-26
"248",427424,"1B","Jim Reynolds",531781,2018-09-26
"249",429805,"HP","Todd Tichenor",531781,2018-09-26
"250",573597,"3B","Gabe Morales",531780,2018-09-26
"251",427224,"2B","Ed Hickox",531780,2018-09-26
"252",427197,"1B","Chris Guccione",531780,2018-09-26
"253",427339,"HP","Jerry Meals",531780,2018-09-26
"254",490319,"3B","Jordan Baker",531779,2018-09-26
"255",427299,"2B","Jerry Layne",531779,2018-09-26
"256",483569,"1B","Vic Carapazza",531779,2018-09-26
"257",427184,"HP","Greg Gibson",531779,2018-09-26
"258",504381,"3B","Will Little",531778,2018-09-26
"259",427013,"2B","Lance Barksdale",531778,2018-09-26
"260",427053,"1B","Mark Carlson",531778,2018-09-26
"261",427019,"HP","Ted Barrett",531778,2018-09-26
"262",484198,"3B","Alan Porter",531777,2018-09-26
"263",427220,"2B","Angel Hernandez",531777,2018-09-26
"264",427344,"1B","Bill Miller",531777,2018-09-26
"265",489985,"HP","Chad Whitson",531777,2018-09-26
"266",427168,"3B","Marty Foster",531776,2018-09-26
"267",427538,"2B","Joe West",531776,2018-09-26
"268",427139,"1B","Doug Eddings",531776,2018-09-26
"269",483919,"HP","Mark Ripperger",531776,2018-09-26
"270",427206,"3B","Tom Hallion",531775,2018-09-26
"271",427093,"2B","Phil Cuzzi",531775,2018-09-26
"272",503077,"1B","Adam Hamari",531775,2018-09-26
"273",483564,"HP","Dan Bellino",531775,2018-09-26
"274",482631,"3B","Mike Estabrook",531774,2018-09-26
"275",427095,"2B","Kerwin Danley",531774,2018-09-26
"276",431232,"1B","Chad Fairchild",531774,2018-09-26
"277",427129,"HP","Bruce Dreckman",531774,2018-09-26
"278",427520,"3B","Larry Vanover",531773,2018-09-26
"279",482663,"2B","David Rackley",531773,2018-09-26
"280",427537,"1B","Hunter Wendelstedt",531773,2018-09-26
"281",596740,"HP","Jansen Visconti",531773,2018-09-26
"282",427164,"3B","Andy Fletcher",531772,2018-09-26
"283",484499,"2B","Manny Gonzalez",531772,2018-09-26
"284",427113,"1B","Laz Diaz",531772,2018-09-26
"285",427362,"HP","Jeff Nelson",531772,2018-09-26
"286",503493,"3B","Sean Barber",531771,2018-09-26
"287",427509,"2B","Tim Timmons",531771,2018-09-26
"288",427552,"1B","Mike Winters",531771,2018-09-26
"289",483912,"HP","Mike Muchlinski",531771,2018-09-26
"290",427509,"3B","Tim Timmons",531756,2018-09-26
"291",427552,"2B","Mike Winters",531756,2018-09-26
"292",503493,"1B","Sean Barber",531756,2018-09-26
"293",503502,"HP","Ryan Blakney",531756,2018-09-26
"294",482620,"3B","Chris Conroy",531770,2018-09-26
"295",427366,"2B","Brian O'Nora",531770,2018-09-26
"296",427044,"HP","CB Bucknor",531770,2018-09-26
"297",483569,"2B","Vic Carapazza",531764,2018-09-25
"298",427103,"3B","Gerry Davis",531769,2018-09-25
"299",427286,"2B","Brian Knight",531769,2018-09-25
"300",577468,"1B","Roberto Ortiz",531769,2018-09-25
"301",573596,"HP","Pat Hoberg",531769,2018-09-25
"302",511890,"3B","Quinn Wolcott",531768,2018-09-25
"303",427243,"2B","Marvin Hudson",531768,2018-09-25
"304",596809,"1B","Ryan Additon",531768,2018-09-25
"305",521051,"HP","Nick Mahrley",531768,2018-09-25
"306",427315,"3B","Alfonso Marquez",531767,2018-09-25
"307",427554,"2B","Jim Wolf",531767,2018-09-25
"308",427235,"1B","Sam Holbrook",531767,2018-09-25
"309",482666,"HP","D.J. Reyburn",531767,2018-09-25
"310",427533,"3B","Mark Wegner",531766,2018-09-25
"311",427424,"2B","Jim Reynolds",531766,2018-09-25
"312",429805,"1B","Todd Tichenor",531766,2018-09-25
"313",483630,"HP","John Tumpane",531766,2018-09-25
"314",427224,"3B","Ed Hickox",531765,2018-09-25
"315",427197,"2B","Chris Guccione",531765,2018-09-25
"316",427339,"1B","Jerry Meals",531765,2018-09-25
"317",573597,"HP","Gabe Morales",531765,2018-09-25
"318",427299,"3B","Jerry Layne",531764,2018-09-25
"319",427184,"1B","Greg Gibson",531764,2018-09-25
"320",490319,"HP","Jordan Baker",531764,2018-09-25
"321",427013,"3B","Lance Barksdale",531763,2018-09-25
"322",427053,"2B","Mark Carlson",531763,2018-09-25
"323",427019,"1B","Ted Barrett",531763,2018-09-25
"324",504381,"HP","Will Little",531763,2018-09-25
"325",427220,"3B","Angel Hernandez",531762,2018-09-25
"326",427344,"2B","Bill Miller",531762,2018-09-25
"327",489985,"1B","Chad Whitson",531762,2018-09-25
"328",484198,"HP","Alan Porter",531762,2018-09-25
"329",427538,"3B","Joe West",531761,2018-09-25
"330",427139,"2B","Doug Eddings",531761,2018-09-25
"331",483919,"1B","Mark Ripperger",531761,2018-09-25
"332",427168,"HP","Marty Foster",531761,2018-09-25
"333",427093,"3B","Phil Cuzzi",531760,2018-09-25
"334",503077,"2B","Adam Hamari",531760,2018-09-25
"335",483564,"1B","Dan Bellino",531760,2018-09-25
"336",427206,"HP","Tom Hallion",531760,2018-09-25
"337",427095,"3B","Kerwin Danley",531759,2018-09-25
"338",431232,"2B","Chad Fairchild",531759,2018-09-25
"339",427129,"1B","Bruce Dreckman",531759,2018-09-25
"340",482631,"HP","Mike Estabrook",531759,2018-09-25
"341",482663,"3B","David Rackley",531758,2018-09-25
"342",427537,"2B","Hunter Wendelstedt",531758,2018-09-25
"343",596740,"1B","Jansen Visconti",531758,2018-09-25
"344",427520,"HP","Larry Vanover",531758,2018-09-25
"345",484499,"3B","Manny Gonzalez",531757,2018-09-25
"346",427113,"2B","Laz Diaz",531757,2018-09-25
"347",427362,"1B","Jeff Nelson",531757,2018-09-25
"348",427164,"HP","Andy Fletcher",531757,2018-09-25
"349",427366,"3B","Brian O'Nora",531755,2018-09-25
"350",427090,"2B","Fieldin Culbreth",531755,2018-09-25
"351",427044,"1B","CB Bucknor",531755,2018-09-25
"352",482620,"HP","Chris Conroy",531755,2018-09-25
"353",482666,"1B","D.J. Reyburn",531752,2018-09-24
"354",427424,"3B","Jim Reynolds",531751,2018-09-24
"355",429805,"2B","Todd Tichenor",531751,2018-09-24
"356",483630,"1B","John Tumpane",531751,2018-09-24
"357",427533,"HP","Mark Wegner",531751,2018-09-24
"358",427197,"3B","Chris Guccione",531750,2018-09-24
"359",427339,"2B","Jerry Meals",531750,2018-09-24
"360",573597,"1B","Gabe Morales",531750,2018-09-24
"361",427224,"HP","Ed Hickox",531750,2018-09-24
"362",483569,"3B","Vic Carapazza",531749,2018-09-24
"363",427184,"2B","Greg Gibson",531749,2018-09-24
"364",490319,"1B","Jordan Baker",531749,2018-09-24
"365",427299,"HP","Jerry Layne",531749,2018-09-24
"366",427053,"3B","Mark Carlson",531748,2018-09-24
"367",427019,"2B","Ted Barrett",531748,2018-09-24
"368",504381,"1B","Will Little",531748,2018-09-24
"369",427013,"HP","Lance Barksdale",531748,2018-09-24
"370",427344,"3B","Bill Miller",531747,2018-09-24
"371",489985,"2B","Chad Whitson",531747,2018-09-24
"372",484198,"1B","Alan Porter",531747,2018-09-24
"373",427220,"HP","Angel Hernandez",531747,2018-09-24
"374",427139,"3B","Doug Eddings",531746,2018-09-24
"375",483919,"2B","Mark Ripperger",531746,2018-09-24
"376",427168,"1B","Marty Foster",531746,2018-09-24
"377",427538,"HP","Joe West",531746,2018-09-24
"378",431232,"3B","Chad Fairchild",531745,2018-09-24
"379",427129,"2B","Bruce Dreckman",531745,2018-09-24
"380",482631,"1B","Mike Estabrook",531745,2018-09-24
"381",427095,"HP","Kerwin Danley",531745,2018-09-24
"382",427113,"3B","Laz Diaz",531744,2018-09-24
"383",427362,"2B","Jeff Nelson",531744,2018-09-24
"384",427164,"1B","Andy Fletcher",531744,2018-09-24
"385",484499,"HP","Manny Gonzalez",531744,2018-09-24
"386",427552,"3B","Mike Winters",531743,2018-09-24
"387",483912,"2B","Mike Muchlinski",531743,2018-09-24
"388",503502,"1B","Ryan Blakney",531743,2018-09-24
"389",427509,"HP","Tim Timmons",531743,2018-09-24
"390",427286,"3B","Brian Knight",531754,2018-09-24
"391",577468,"2B","Roberto Ortiz",531754,2018-09-24
"392",573596,"1B","Pat Hoberg",531754,2018-09-24
"393",427103,"HP","Gerry Davis",531754,2018-09-24
"394",427243,"3B","Marvin Hudson",531753,2018-09-24
"395",596809,"2B","Ryan Additon",531753,2018-09-24
"396",521051,"1B","Nick Mahrley",531753,2018-09-24
"397",511890,"HP","Quinn Wolcott",531753,2018-09-24
"398",427554,"3B","Jim Wolf",531752,2018-09-24
"399",427235,"2B","Sam Holbrook",531752,2018-09-24
"400",427315,"HP","Alfonso Marquez",531752,2018-09-24
"401",427538,"1B","Joe West",531730,2018-09-23
"402",427139,"HP","Doug Eddings",531730,2018-09-23
"403",427184,"3B","Greg Gibson",531729,2018-09-23
"404",490319,"2B","Jordan Baker",531729,2018-09-23
"405",427299,"1B","Jerry Layne",531729,2018-09-23
"406",483569,"HP","Vic Carapazza",531729,2018-09-23
"407",427361,"3B","Paul Nauert",531728,2018-09-23
"408",547380,"2B","Carlos Torres",531728,2018-09-23
"409",596805,"1B","John Libka",531728,2018-09-23
"410",482608,"HP","Scott Barry",531728,2018-09-23
"411",427019,"3B","Ted Barrett",531734,2018-09-23
"412",504381,"2B","Will Little",531734,2018-09-23
"413",594151,"HP","Ramon De Jesus",531734,2018-09-23
"414",427113,"3B","Laz Diaz",531742,2018-09-23
"415",427362,"2B","Jeff Nelson",531742,2018-09-23
"416",427164,"1B","Andy Fletcher",531742,2018-09-23
"417",503493,"HP","Sean Barber",531742,2018-09-23
"418",431232,"3B","Chad Fairchild",531740,2018-09-23
"419",482631,"2B","Mike Estabrook",531740,2018-09-23
"420",427095,"1B","Kerwin Danley",531740,2018-09-23
"421",577468,"HP","Roberto Ortiz",531740,2018-09-23
"422",427053,"3B","Mark Carlson",531741,2018-09-23
"423",596740,"2B","Jansen Visconti",531741,2018-09-23
"424",427520,"1B","Larry Vanover",531741,2018-09-23
"425",482663,"HP","David Rackley",531741,2018-09-23
"426",605672,"3B","Jeremie Rehak",531739,2018-09-23
"427",483630,"2B","John Tumpane",531739,2018-09-23
"428",427533,"1B","Mark Wegner",531739,2018-09-23
"429",427424,"HP","Jim Reynolds",531739,2018-09-23
"430",573596,"3B","Pat Hoberg",531738,2018-09-23
"431",427103,"2B","Gerry Davis",531738,2018-09-23
"432",427537,"1B","Hunter Wendelstedt",531738,2018-09-23
"433",427286,"HP","Brian Knight",531738,2018-09-23
"434",503490,"3B","Chris Segal",531737,2018-09-23
"435",427235,"2B","Sam Holbrook",531737,2018-09-23
"436",482666,"1B","D.J. Reyburn",531737,2018-09-23
"437",427554,"HP","Jim Wolf",531737,2018-09-23
"438",427534,"3B","Bill Welke",531736,2018-09-23
"439",427013,"1B","Lance Barksdale",531734,2018-09-23
"440",483561,"2B","Lance Barrett",531736,2018-09-23
"441",521051,"1B","Nick Mahrley",531736,2018-09-23
"442",427413,"HP","Tony Randazzo",531736,2018-09-23
"443",483912,"3B","Mike Muchlinski",531735,2018-09-23
"444",427168,"2B","Marty Foster",531735,2018-09-23
"445",503502,"1B","Ryan Blakney",531735,2018-09-23
"446",427552,"HP","Mike Winters",531735,2018-09-23
"447",544728,"3B","Nic Lentz",531733,2018-09-23
"448",427192,"2B","Brian Gorman",531733,2018-09-23
"449",482641,"1B","Adrian Johnson",531733,2018-09-23
"450",503586,"HP","Tripp Gibson III",531733,2018-09-23
"451",427243,"3B","Marvin Hudson",531732,2018-09-23
"452",427081,"2B","Eric Cooper",531732,2018-09-23
"453",428442,"1B","James Hoye",531732,2018-09-23
"454",427197,"HP","Chris Guccione",531732,2018-09-23
"455",427058,"3B","Gary Cederstrom",531731,2018-09-23
"456",521889,"2B","Stu Scheurwater",531731,2018-09-23
"457",484183,"1B","Cory Blaser",531731,2018-09-23
"458",521251,"HP","Ben May",531731,2018-09-23
"459",483919,"3B","Mark Ripperger",531730,2018-09-23
"460",489985,"2B","Chad Whitson",531730,2018-09-23
"461",503586,"1B","Tripp Gibson III",531718,2018-09-22
"462",427362,"3B","Jeff Nelson",531727,2018-09-22
"463",427164,"2B","Andy Fletcher",531727,2018-09-22
"464",503493,"1B","Sean Barber",531727,2018-09-22
"465",427113,"HP","Laz Diaz",531727,2018-09-22
"466",482631,"3B","Mike Estabrook",531725,2018-09-22
"467",427095,"2B","Kerwin Danley",531725,2018-09-22
"468",577468,"1B","Roberto Ortiz",531725,2018-09-22
"469",431232,"HP","Chad Fairchild",531725,2018-09-22
"470",596740,"3B","Jansen Visconti",531726,2018-09-22
"471",427520,"2B","Larry Vanover",531726,2018-09-22
"472",482663,"1B","David Rackley",531726,2018-09-22
"473",427053,"HP","Mark Carlson",531726,2018-09-22
"474",483630,"3B","John Tumpane",531724,2018-09-22
"475",427533,"2B","Mark Wegner",531724,2018-09-22
"476",427424,"1B","Jim Reynolds",531724,2018-09-22
"477",605672,"HP","Jeremie Rehak",531724,2018-09-22
"478",427103,"3B","Gerry Davis",531723,2018-09-22
"479",427537,"2B","Hunter Wendelstedt",531723,2018-09-22
"480",427286,"1B","Brian Knight",531723,2018-09-22
"481",573596,"HP","Pat Hoberg",531723,2018-09-22
"482",427235,"3B","Sam Holbrook",531722,2018-09-22
"483",482666,"2B","D.J. Reyburn",531722,2018-09-22
"484",427554,"1B","Jim Wolf",531722,2018-09-22
"485",503490,"HP","Chris Segal",531722,2018-09-22
"486",483561,"3B","Lance Barrett",531721,2018-09-22
"487",521051,"2B","Nick Mahrley",531721,2018-09-22
"488",427413,"1B","Tony Randazzo",531721,2018-09-22
"489",427534,"HP","Bill Welke",531721,2018-09-22
"490",427168,"3B","Marty Foster",531720,2018-09-22
"491",503502,"2B","Ryan Blakney",531720,2018-09-22
"492",427552,"1B","Mike Winters",531720,2018-09-22
